canonical_intent_id,canonical_name,publication_risk,required_data_fields,observed_evidence,data_readiness,blocking_field,remediation,auto_decision_reason,created_at,generator,source_version
OB-CAN-0135,Understand traffic fatality rates in Bali,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0136,Understand Bali belly prevention,MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0137,Find quality deodorant in Bali,LOW,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0138,Understand Kopi Luwak coffee scam,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0139,Buy authentic local snacks and chips,LOW,venues.publication_status;venue_action_capability,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0140,Understand visa extension process,LEGAL_REGULATORY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0141,Handle visa system downtime at immigration,LEGAL_REGULATORY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0142,Solve C1 visa online application issues,LEGAL_REGULATORY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0143,Find travel clinic for vaccinations,MEDICAL,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0144,Find menthol powder (Herocyn) for skin,LOW,venues.publication_status;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0145,Understand Balinese offering culture,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0146,Participate respectfully in local ceremonies,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0147,Understand cremation ceremony etiquette,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0148,Understand tooth filing ceremony,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0149,Find authentic local restaurants (not tourist),LOW,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,BLOCKED_BY_DATA,venues.publication_status=published AND venues.jobs non-empty,"publish job-tagged venues, or provide read-only aggregate coverage counts per district/job","venue selection requires published venues with jobs tags; observed fixture has total=53, published=0, with_jobs=0, districts=[nusa-dua|tanjung-benoa]; .env.local absent so no live Supabase read is possible. Coverage was not observed and must not be inferred.",2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0150,Understand Balinese hospitality and friendliness,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0151,Learn basic Balinese greetings and phrases,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0152,Understand local tipping customs,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0153,Avoid being complacent with valuables,SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0154,Use phone safely on motorbike (don't use),SAFETY,authoritative_source;reviewed_by;reviewed_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,HIGH_RISK_NOT_READY,authoritative_source;reviewed_by;reviewed_at,owner authority + authoritative answer evidence required before any publication,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0155,Understand garbage and pollution issues,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0156,Manage expectations about Bali's development,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0157,Understand Bali's tourism impact on locals,LOW,editorial_source;verified_at,fixture total=53;published=0;with_jobs=0;districts=nusa-dua|tanjung-benoa;supabase_configured=false,NEEDS_ENRICHMENT,editorial_source;verified_at,create sourced editorial record with capture date,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:47:12.866Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
