canonical_intent_id,canonical_name,user_job_statement,domain,source_record_ids,aliases,child_scenarios,allowed_modifiers,required_venue_capabilities,required_data_fields,publication_risk,demand_evidence_status,answer_evidence_requirement,internal_support_status,recommended_surfaces,single_job_candidate,data_readiness,lifecycle_status,auto_decision_reason,created_at,generator,source_version
OB-CAN-0125,Attend Purnama (full moon ceremony),"As a traveller in Bali, I want to attend Purnama (full moon ceremony).",Culture & Experiences,OB-INT-0152,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0126,Participate in water temple cleansing ritual,"As a traveller in Bali, I want to participate in water temple cleansing ritual.",Culture & Wellness,OB-INT-0153,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key wellness-spa); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0127,Understand women's restrictions during menstruation,"As a traveller in Bali, I want to understand women's restrictions during menstruation.",Culture & Respect,OB-INT-0154,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0128,Book Airbnb vs hotel (risks and benefits),"As a traveller in Bali, I want to book Airbnb vs hotel (risks and benefits).",Accommodation,OB-INT-0155,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key where-to-stay); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0129,Avoid Airbnb double-booking and fake listings,"As a traveller in Bali, I want to avoid Airbnb double-booking and fake listings.",Accommodation & Safety,OB-INT-0156;OB-INT-0157;OB-INT-0158;OB-INT-0159;OB-INT-0160,Spot fake villa listings on Booking/Google;Rent villa through Facebook groups safely;Verify villa rental legitimacy before payment;Deal with villa scams and third-party theft,OB-INT-0157;OB-INT-0158;OB-INT-0159;OB-INT-0160,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0130,Find long-term villa rental (3-6 months),"As a traveller in Bali, I want to find long-term villa rental (3-6 months).",Accommodation,OB-INT-0161,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key where-to-stay); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0131,Understand noise complaints from neighbors,"As a traveller in Bali, I want to understand noise complaints from neighbors.",Accommodation & Community,OB-INT-0162,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,MATCHED,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0132,Book yoga and meditation retreat in Bali,"As a traveller in Bali, I want to book yoga and meditation retreat in Bali.",Wellness & Retreats,OB-INT-0163;OB-INT-0164;OB-INT-0166;OB-INT-0168,"Choose between Balitrees, Bali Garden, Blooming Lotus;Find authentic vs touristy yoga retreat;Book meditation retreat during low season",OB-INT-0164;OB-INT-0166;OB-INT-0168,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,PARTIAL,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key wellness-spa); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0133,Evaluate healing retreat legitimacy,"As a traveller in Bali, I want to evaluate healing retreat legitimacy.",Wellness & Safety,OB-INT-0165,,,,,authoritative_source;reviewed_by;reviewed_at,LEGAL_REGULATORY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0134,Combine yoga retreat with diving trip,"As a traveller in Bali, I want to combine yoga retreat with diving trip.",Multi-activity Planning,OB-INT-0167,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key retreat); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0135,Understand traffic fatality rates in Bali,"As a traveller in Bali, I want to understand traffic fatality rates in Bali.",Safety Awareness,OB-INT-0172,,,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0136,Understand Bali belly prevention,"As a traveller in Bali, I want to understand Bali belly prevention.",Health & Prevention,OB-INT-0174;OB-INT-0056;OB-INT-0175;OB-INT-0185;OB-INT-0186,"Recover from Bali belly (what to eat, pharmacy, drinks);Know when to see doctor for Bali belly;Understand Bali belly medication options;Bring Imodium from home (not available)",OB-INT-0056;OB-INT-0175;OB-INT-0185;OB-INT-0186,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0137,Find quality deodorant in Bali,"As a traveller in Bali, I want to find quality deodorant in Bali.",Shopping & Personal Care,OB-INT-0176,,,,,venues.publication_status;venue_action_capability,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PRODUCT_ONLY_NO_URL,false,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0138,Understand Kopi Luwak coffee scam,"As a traveller in Bali, I want to understand Kopi Luwak coffee scam.",Shopping & Culture,OB-INT-0177,,,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0139,Buy authentic local snacks and chips,"As a traveller in Bali, I want to buy authentic local snacks and chips.",Shopping & Food,OB-INT-0178,,,,,venues.publication_status;venue_action_capability,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,MATCHED,PRODUCT_ONLY_NO_URL,false,READY,ACTIVE,"live snapshot: local_food_calm READY in 8 districts, 62 published venues",2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0140,Understand visa extension process,"As a traveller in Bali, I want to understand visa extension process.",Logistics,OB-INT-0179,,,,,authoritative_source;reviewed_by;reviewed_at,LEGAL_REGULATORY,EVIDENCE_MODERATE,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0141,Handle visa system downtime at immigration,"As a traveller in Bali, I want to handle visa system downtime at immigration.",Logistics & Emergency,OB-INT-0180,,,,,authoritative_source;reviewed_by;reviewed_at,LEGAL_REGULATORY,EVIDENCE_MODERATE,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0142,Solve C1 visa online application issues,"As a traveller in Bali, I want to solve C1 visa online application issues.",Logistics & Tech,OB-INT-0181,,,,,authoritative_source;reviewed_by;reviewed_at,LEGAL_REGULATORY,EVIDENCE_MODERATE,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=LEGAL_REGULATORY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0143,Find travel clinic for vaccinations,"As a traveller in Bali, I want to find travel clinic for vaccinations.",Health & Logistics,OB-INT-0184,,,,,authoritative_source;reviewed_by;reviewed_at,MEDICAL,EVIDENCE_MODERATE,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=MEDICAL: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0144,Find menthol powder (Herocyn) for skin,"As a traveller in Bali, I want to find menthol powder (Herocyn) for skin.",Shopping & Personal Care,OB-INT-0187,,,,,venues.publication_status;venues.name;venues.slug,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,PLACES_SEARCH,true,BLOCKED_BY_DATA,ACTIVE,no venue jobs slug covers this intent (internal key unmatched); live data carries only [brunch_after_surf|date_night_special|sunset_drinks_view|family_early_dinner|group_dinner_share|special_occasion|quiet_work_cafe|local_food_calm|just_landed_easy_dinner],2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0145,Understand Balinese offering culture,"As a traveller in Bali, I want to understand Balinese offering culture.",Culture & Respect,OB-INT-0188,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0146,Participate respectfully in local ceremonies,"As a traveller in Bali, I want to participate respectfully in local ceremonies.",Culture & Respect,OB-INT-0189,,,,,editorial_source;verified_at,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0147,Understand cremation ceremony etiquette,"As a traveller in Bali, I want to understand cremation ceremony etiquette.",Culture & Respect,OB-INT-0190,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0148,Understand tooth filing ceremony,"As a traveller in Bali, I want to understand tooth filing ceremony.",Culture & Experiences,OB-INT-0191,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0149,Find authentic local restaurants (not tourist),"As a traveller in Bali, I want to find authentic local restaurants (not tourist).",Food & Culture,OB-INT-0192,,,,,venues.publication_status;venues.jobs;venues.district;venues.name;venues.slug,LOW,EVIDENCE_STRONG,EDITORIAL_VERIFIED,MATCHED,PLACES_FILTER,true,READY,ACTIVE,"live snapshot: local_food_calm READY in 8 districts, 62 published venues",2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0150,Understand Balinese hospitality and friendliness,"As a traveller in Bali, I want to understand Balinese hospitality and friendliness.",Culture & Social,OB-INT-0193,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0151,Learn basic Balinese greetings and phrases,"As a traveller in Bali, I want to learn basic Balinese greetings and phrases.",Culture & Language,OB-INT-0194,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0152,Understand local tipping customs,"As a traveller in Bali, I want to understand local tipping customs.",Culture & Social,OB-INT-0195,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0153,Avoid being complacent with valuables,"As a traveller in Bali, I want to avoid being complacent with valuables.",Safety & Awareness,OB-INT-0196,,,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0154,Use phone safely on motorbike (don't use),"As a traveller in Bali, I want to use phone safely on motorbike (don't use).",Safety,OB-INT-0197,,,,,authoritative_source;reviewed_by;reviewed_at,SAFETY,EVIDENCE_STRONG,AUTHORITATIVE_SOURCE_REQUIRED,UNMATCHED_EXTERNAL,NO_BUILD,false,HIGH_RISK_NOT_READY,RESEARCH_ONLY,risk_class=SAFETY: 04_AUTONOMOUS_DECISION_POLICY.yaml risk_policy sets auto_build_allowed=false and publication_status=RESEARCH_ONLY for SAFETY/MEDICAL/LEGAL_REGULATORY,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0155,Understand garbage and pollution issues,"As a traveller in Bali, I want to understand garbage and pollution issues.",Environment & Expectations,OB-INT-0198,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0156,Manage expectations about Bali's development,"As a traveller in Bali, I want to manage expectations about Bali's development.",Expectations & Mindset,OB-INT-0199,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
OB-CAN-0157,Understand Bali's tourism impact on locals,"As a traveller in Bali, I want to understand Bali's tourism impact on locals.",Culture & Awareness,OB-INT-0200,,,,,editorial_source;verified_at,LOW,EVIDENCE_MODERATE,EDITORIAL_VERIFIED,UNMATCHED_EXTERNAL,DECISION_PAGE,false,NEEDS_ENRICHMENT,ACTIVE,editorial topic requires a sourced editorial record with verified_at; no such record observed in repository,2026-07-29T18:55:01.732Z,other-bali-intent-os-autopilot,OB-INT-0001..0200@2026-07-29
